product_id,product_category_name,order_date,qty,total_price,product_score,year
perfumery1,perfumery,2018-01-03,14,706.86,4.3,2018
perfumery1,perfumery,2018-01-04,2,99.98,4.3,2018
perfumery1,perfumery,2018-01-07,8,399.92,4.3,2018
perfumery1,perfumery,2018-01-08,4,199.96,4.3,2018
cool5,cool_stuff,2017-01-04,2,199.98,4.3,2017
cool5,cool_stuff,2017-01-05,18,1799.82,4.3,2017
cool5,cool_stuff,2017-01-06,11,1099.89,4.3,2017
cool5,cool_stuff,2017-01-07,14,1399.86,4.3,2017
cool5,cool_stuff,2017-01-08,8,799.92,4.3,2017
cool5,cool_stuff,2017-01-09,6,599.94,4.3,2017
cool5,cool_stuff,2017-01-10,9,899.91,4.3,2017
cool5,cool_stuff,2017-01-11,2,199.98,4.3,2017
cool5,cool_stuff,2017-01-12,3,299.97,4.3,2017
cool5,cool_stuff,2018-01-01,6,599.94,4.3,2018
cool5,cool_stuff,2018-01-02,9,899.91,4.3,2018
cool5,cool_stuff,2018-01-03,5,489.76,4.3,2018
cool5,cool_stuff,2018-01-04,4,338.77,4.3,2018
health8,health_beauty,2017-01-03,6,539.94,4.1,2017
health8,health_beauty,2017-01-05,6,539.94,4.1,2017
health8,health_beauty,2017-01-06,9,809.91,4.1,2017
health8,health_beauty,2017-01-07,17,1529.83,4.1,2017
health8,health_beauty,2017-01-08,18,1619.82,4.1,2017
health8,health_beauty,2017-01-09,21,1889.79,4.1,2017
health8,health_beauty,2017-01-10,24,2159.76,4.1,2017
health8,health_beauty,2017-01-11,26,2339.74,4.1,2017
health8,health_beauty,2017-01-12,19,1709.81,4.1,2017
health8,health_beauty,2018-01-01,20,1799.8,4.1,2018
health8,health_beauty,2018-01-02,17,1529.83,4.1,2018
health8,health_beauty,2018-01-03,16,1339.84,4.1,2018
health8,health_beauty,2018-01-04,14,1119.86,4.1,2018
health8,health_beauty,2018-01-05,16,1279.84,4.1,2018
health8,health_beauty,2018-01-06,13,1039.87,4.1,2018
health8,health_beauty,2018-01-07,10,799.9,4.1,2018
health8,health_beauty,2018-01-08,7,579.75,4.1,2018
garden4,garden_tools,2017-01-07,13,778.7,4.1,2017
garden4,garden_tools,2017-01-08,23,1377.7,4.1,2017
garden4,garden_tools,2017-01-09,13,778.7,4.1,2017
garden4,garden_tools,2017-01-10,36,2156.4,4.1,2017
garden4,garden_tools,2017-01-11,69,3711.7,4.1,2017
garden4,garden_tools,2017-01-12,44,2468.6,4.1,2017
garden4,garden_tools,2018-01-01,39,1946.1,4.1,2018
garden4,garden_tools,2018-01-02,48,2411.2,4.1,2018
garden4,garden_tools,2018-01-03,26,1401.4,4.1,2018
garden4,garden_tools,2018-01-04,28,1509.2,4.1,2018
garden4,garden_tools,2018-01-05,25,1319.5,4.1,2018
garden4,garden_tools,2018-01-06,15,748.5,4.1,2018
garden4,garden_tools,2018-01-07,3,149.7,4.1,2018
garden4,garden_tools,2018-01-08,6,299.4,4.1,2018
computers5,computers_accessories,2017-01-10,1,167.0,3.5,2017
computers5,computers_accessories,2017-01-12,2,239.8,3.5,2017
computers5,computers_accessories,2018-01-01,57,5453.96,3.5,2018
computers5,computers_accessories,2018-01-02,45,3465.8,3.5,2018
computers5,computers_accessories,2018-01-03,6,528.0,3.5,2018
computers5,computers_accessories,2018-01-04,10,880.0,3.5,2018
computers5,computers_accessories,2018-01-06,3,269.7,3.5,2018
computers5,computers_accessories,2018-01-07,3,236.7,3.5,2018
garden10,garden_tools,2017-01-05,3,179.7,4.2,2017
garden10,garden_tools,2017-01-06,3,179.7,4.2,2017
garden10,garden_tools,2017-01-07,19,1138.1,4.2,2017
garden10,garden_tools,2017-01-08,27,1617.3,4.2,2017
garden10,garden_tools,2017-01-09,17,1018.3,4.2,2017
garden10,garden_tools,2017-01-10,31,1856.9,4.2,2017
garden10,garden_tools,2017-01-11,87,4712.19,4.2,2017
garden10,garden_tools,2017-01-12,32,1769.7,4.2,2017
garden10,garden_tools,2018-01-01,29,1447.1,4.2,2018
garden10,garden_tools,2018-01-02,36,1828.4,4.2,2018
garden10,garden_tools,2018-01-03,35,1886.5,4.2,2018
garden10,garden_tools,2018-01-04,13,700.7,4.2,2018
garden10,garden_tools,2018-01-05,29,1559.1,4.2,2018
garden10,garden_tools,2018-01-06,6,299.4,4.2,2018
garden10,garden_tools,2018-01-07,14,698.6,4.2,2018
garden10,garden_tools,2018-01-08,10,499.0,4.2,2018
computers6,computers_accessories,2018-01-01,22,3307.8,4.3,2018
computers6,computers_accessories,2018-01-02,69,10343.1,4.3,2018
computers6,computers_accessories,2018-01-03,51,7644.9,4.3,2018
computers6,computers_accessories,2018-01-04,35,5246.5,4.3,2018
computers6,computers_accessories,2018-01-05,52,7794.8,4.3,2018
computers6,computers_accessories,2018-01-06,27,4047.3,4.3,2018
computers6,computers_accessories,2018-01-07,13,1948.7,4.3,2018
computers6,computers_accessories,2018-01-08,5,749.5,4.3,2018
health6,health_beauty,2018-01-01,3,185.97,3.9,2018
health6,health_beauty,2018-01-03,13,805.87,3.9,2018
health6,health_beauty,2018-01-04,15,974.85,3.9,2018
health6,health_beauty,2018-01-05,38,2469.62,3.9,2018
health6,health_beauty,2018-01-06,26,1741.74,3.9,2018
health6,health_beauty,2018-01-07,27,1808.73,3.9,2018
health6,health_beauty,2018-01-08,28,1875.72,3.9,2018
garden6,garden_tools,2017-01-05,4,239.6,4.1,2017
garden6,garden_tools,2017-01-06,1,59.9,4.1,2017
garden6,garden_tools,2017-01-07,14,838.6,4.1,2017
garden6,garden_tools,2017-01-08,39,2336.1,4.1,2017
garden6,garden_tools,2017-01-09,37,2216.3,4.1,2017
garden6,garden_tools,2017-01-10,39,2336.1,4.1,2017
garden6,garden_tools,2017-01-11,91,4769.7,4.1,2017
garden6,garden_tools,2017-01-12,51,2881.6,4.1,2017
garden6,garden_tools,2018-01-01,12,598.8,4.1,2018
garden6,garden_tools,2018-01-02,39,1970.1,4.1,2018
garden6,garden_tools,2018-01-03,31,1670.9,4.1,2018
garden6,garden_tools,2018-01-04,46,2479.4,4.1,2018
garden6,garden_tools,2018-01-05,56,2982.4,4.1,2018
garden6,garden_tools,2018-01-06,12,598.8,4.1,2018
garden6,garden_tools,2018-01-07,6,299.46,4.1,2018
garden6,garden_tools,2018-01-08,6,299.46,4.1,2018
health10,health_beauty,2018-01-02,21,994.04,4.2,2018
health10,health_beauty,2018-01-03,58,2809.65,4.2,2018
health10,health_beauty,2018-01-04,18,965.91,4.2,2018
health10,health_beauty,2018-01-05,33,1723.08,4.2,2018
health10,health_beauty,2018-01-06,9,449.82,4.2,2018
health10,health_beauty,2018-01-07,5,257.56,4.2,2018
health10,health_beauty,2018-01-08,11,557.85,4.2,2018
watches2,watches_gifts,2017-01-06,5,789.95,4.0,2017
watches2,watches_gifts,2017-01-07,6,1016.95,4.0,2017
watches2,watches_gifts,2017-01-08,5,849.5,4.0,2017
watches2,watches_gifts,2017-01-09,10,1604.0,4.0,2017
watches2,watches_gifts,2017-01-10,16,2391.6,4.0,2017
watches2,watches_gifts,2017-01-11,26,3660.0,4.0,2017
watches2,watches_gifts,2017-01-12,6,894.0,4.0,2017
watches2,watches_gifts,2018-01-01,8,1188.0,4.0,2018
watches2,watches_gifts,2018-01-02,14,2043.92,4.0,2018
watches2,watches_gifts,2018-01-03,9,1115.7,4.0,2018
watches2,watches_gifts,2018-01-04,10,1191.9,4.0,2018
watches2,watches_gifts,2018-01-05,22,2598.9,4.0,2018
watches2,watches_gifts,2018-01-06,1,139.9,4.0,2018
watches2,watches_gifts,2018-01-07,5,694.9,4.0,2018
watches2,watches_gifts,2018-01-08,3,414.0,4.0,2018
health1,health_beauty,2017-01-08,3,254.97,3.8,2017
health1,health_beauty,2017-01-09,4,339.96,3.8,2017
health1,health_beauty,2017-01-10,3,254.97,3.8,2017
health1,health_beauty,2017-01-11,36,3059.64,3.8,2017
health1,health_beauty,2017-01-12,50,4249.5,3.8,2017
health1,health_beauty,2018-01-01,13,1104.87,3.8,2018
health1,health_beauty,2018-01-02,7,594.93,3.8,2018
health1,health_beauty,2018-01-03,4,339.96,3.8,2018
health1,health_beauty,2018-01-06,2,169.98,3.8,2018
garden8,garden_tools,2017-01-02,1,179.99,4.2,2017
garden8,garden_tools,2017-01-04,3,539.97,4.2,2017
garden8,garden_tools,2017-01-09,2,359.98,4.2,2017
garden8,garden_tools,2017-01-10,6,1079.94,4.2,2017
garden8,garden_tools,2017-01-11,13,2339.87,4.2,2017
garden8,garden_tools,2017-01-12,15,2759.85,4.2,2017
garden8,garden_tools,2018-01-01,14,2629.96,4.2,2018
garden8,garden_tools,2018-01-02,12,2148.0,4.2,2018
garden8,garden_tools,2018-01-03,13,2277.0,4.2,2018
garden8,garden_tools,2018-01-04,11,1969.0,4.2,2018
garden8,garden_tools,2018-01-05,3,537.0,4.2,2018
garden8,garden_tools,2018-01-06,10,1590.0,4.2,2018
garden8,garden_tools,2018-01-07,8,1112.0,4.2,2018
garden8,garden_tools,2018-01-08,7,973.0,4.2,2018
garden9,garden_tools,2017-01-04,3,179.7,4.0,2017
garden9,garden_tools,2017-01-05,7,419.3,4.0,2017
garden9,garden_tools,2017-01-06,4,239.6,4.0,2017
garden9,garden_tools,2017-01-07,19,1138.1,4.0,2017
garden9,garden_tools,2017-01-08,21,1257.9,4.0,2017
garden9,garden_tools,2017-01-09,23,1377.7,4.0,2017
garden9,garden_tools,2017-01-10,19,1138.1,4.0,2017
garden9,garden_tools,2017-01-11,82,4397.7,4.0,2017
garden9,garden_tools,2017-01-12,40,2232.6,4.0,2017
garden9,garden_tools,2018-01-01,25,1247.5,4.0,2018
garden9,garden_tools,2018-01-02,44,2247.6,4.0,2018
garden9,garden_tools,2018-01-03,25,1347.5,4.0,2018
garden9,garden_tools,2018-01-04,20,1078.0,4.0,2018
garden9,garden_tools,2018-01-05,17,888.3,4.0,2018
garden9,garden_tools,2018-01-06,8,399.2,4.0,2018
garden9,garden_tools,2018-01-07,9,449.1,4.0,2018
garden9,garden_tools,2018-01-08,7,349.3,4.0,2018
watches6,watches_gifts,2017-01-06,4,652.0,4.2,2017
watches6,watches_gifts,2017-01-07,11,1777.5,4.2,2017
watches6,watches_gifts,2017-01-08,13,2088.7,4.2,2017
watches6,watches_gifts,2017-01-09,18,2762.5,4.2,2017
watches6,watches_gifts,2017-01-10,1,134.9,4.2,2017
watches6,watches_gifts,2017-01-11,15,1995.0,4.2,2017
watches6,watches_gifts,2017-01-12,4,596.0,4.2,2017
watches6,watches_gifts,2018-01-02,6,769.45,4.2,2018
watches6,watches_gifts,2018-01-03,31,3640.68,4.2,2018
watches6,watches_gifts,2018-01-04,85,8961.49,4.2,2018
watches6,watches_gifts,2018-01-05,114,11820.2,4.2,2018
watches6,watches_gifts,2018-01-06,9,1071.0,4.2,2018
watches6,watches_gifts,2018-01-07,11,1302.0,4.2,2018
watches6,watches_gifts,2018-01-08,1,112.0,4.2,2018
cool3,cool_stuff,2017-01-09,1,29.5,4.4,2017
cool3,cool_stuff,2018-01-01,76,2242.0,4.4,2018
cool3,cool_stuff,2018-01-03,26,910.0,4.4,2018
cool3,cool_stuff,2018-01-04,4,140.0,4.4,2018
cool3,cool_stuff,2018-01-05,4,140.0,4.4,2018
cool3,cool_stuff,2018-01-06,2,130.0,4.4,2018
cool3,cool_stuff,2018-01-08,1,65.0,4.4,2018
perfumery2,perfumery,2017-01-08,1,142.5,4.4,2017
perfumery2,perfumery,2017-01-09,1,142.5,4.4,2017
perfumery2,perfumery,2017-01-10,2,285.0,4.4,2017
perfumery2,perfumery,2017-01-11,8,944.4,4.4,2017
perfumery2,perfumery,2017-01-12,12,1416.0,4.4,2017
perfumery2,perfumery,2018-01-01,6,707.4,4.4,2018
perfumery2,perfumery,2018-01-02,11,1296.8,4.4,2018
perfumery2,perfumery,2018-01-03,4,470.8,4.4,2018
perfumery2,perfumery,2018-01-04,8,943.8,4.4,2018
perfumery2,perfumery,2018-01-05,17,2038.3,4.4,2018
perfumery2,perfumery,2018-01-06,14,1668.5,4.4,2018
perfumery2,perfumery,2018-01-07,5,593.5,4.4,2018
perfumery2,perfumery,2018-01-08,17,1987.4,4.4,2018
cool2,cool_stuff,2017-01-03,8,1039.92,4.3,2017
cool2,cool_stuff,2017-01-04,14,1819.86,4.3,2017
cool2,cool_stuff,2017-01-05,18,2339.82,4.3,2017
cool2,cool_stuff,2017-01-06,17,2209.83,4.3,2017
cool2,cool_stuff,2017-01-07,16,2079.84,4.3,2017
cool2,cool_stuff,2017-01-08,16,1870.84,4.3,2017
cool2,cool_stuff,2017-01-10,10,1199.9,4.3,2017
cool2,cool_stuff,2017-01-11,9,1169.91,4.3,2017
cool2,cool_stuff,2017-01-12,3,389.97,4.3,2017
cool2,cool_stuff,2018-01-01,4,519.96,4.3,2018
cool2,cool_stuff,2018-01-02,2,259.98,4.3,2018
cool2,cool_stuff,2018-01-03,1,129.99,4.3,2018
cool2,cool_stuff,2018-01-04,1,129.99,4.3,2018
computers1,computers_accessories,2017-01-05,4,379.6,4.0,2017
computers1,computers_accessories,2017-01-06,6,611.4,4.0,2017
computers1,computers_accessories,2017-01-07,10,1099.0,4.0,2017
computers1,computers_accessories,2017-01-08,2,219.8,4.0,2017
computers1,computers_accessories,2017-01-09,4,395.6,4.0,2017
computers1,computers_accessories,2017-01-10,4,395.6,4.0,2017
computers1,computers_accessories,2017-01-11,6,593.4,4.0,2017
computers1,computers_accessories,2017-01-12,1,98.9,4.0,2017
computers1,computers_accessories,2018-01-01,31,2795.14,4.0,2018
computers1,computers_accessories,2018-01-02,30,2537.19,4.0,2018
computers1,computers_accessories,2018-01-03,13,1139.8,4.0,2018
computers1,computers_accessories,2018-01-04,5,470.0,4.0,2018
computers1,computers_accessories,2018-01-06,4,292.0,4.0,2018
computers1,computers_accessories,2018-01-07,18,1199.48,4.0,2018
computers1,computers_accessories,2018-01-08,1,79.9,4.0,2018
consoles2,consoles_games,2017-01-07,1,19.9,3.9,2017
consoles2,consoles_games,2017-01-08,11,218.9,3.9,2017
consoles2,consoles_games,2017-01-09,9,179.1,3.9,2017
consoles2,consoles_games,2017-01-10,12,248.0,3.9,2017
consoles2,consoles_games,2017-01-11,23,563.5,3.9,2017
consoles2,consoles_games,2017-01-12,17,416.5,3.9,2017
consoles2,consoles_games,2018-01-01,10,271.2,3.9,2018
consoles2,consoles_games,2018-01-02,1,32.5,3.9,2018
consoles2,consoles_games,2018-01-03,7,229.2,3.9,2018
consoles2,consoles_games,2018-01-04,6,205.2,3.9,2018
health5,health_beauty,2017-01-01,8,2799.2,4.3,2017
health5,health_beauty,2017-01-02,4,1399.6,4.3,2017
health5,health_beauty,2017-01-03,2,699.8,4.3,2017
health5,health_beauty,2017-01-04,1,349.9,4.3,2017
health5,health_beauty,2017-01-05,4,1399.6,4.3,2017
health5,health_beauty,2017-01-06,2,699.8,4.3,2017
health5,health_beauty,2017-01-07,1,349.9,4.3,2017
health5,health_beauty,2017-01-08,7,2449.3,4.3,2017
health5,health_beauty,2017-01-09,7,2449.3,4.3,2017
health5,health_beauty,2017-01-10,10,3499.0,4.3,2017
health5,health_beauty,2017-01-11,11,3543.5,4.3,2017
health5,health_beauty,2017-01-12,7,2449.3,4.3,2017
health5,health_beauty,2018-01-01,12,4198.8,4.3,2018
health5,health_beauty,2018-01-02,15,5248.5,4.3,2018
health5,health_beauty,2018-01-03,17,5948.3,4.3,2018
health5,health_beauty,2018-01-04,7,2449.3,4.3,2018
health5,health_beauty,2018-01-05,10,3513.1,4.3,2018
health5,health_beauty,2018-01-06,11,4004.0,4.3,2018
health5,health_beauty,2018-01-07,11,4004.0,4.3,2018
health5,health_beauty,2018-01-08,9,3276.0,4.3,2018
watches8,watches_gifts,2017-01-07,2,479.8,4.1,2017
watches8,watches_gifts,2017-01-10,2,479.8,4.1,2017
watches8,watches_gifts,2018-01-01,2,459.8,4.1,2018
watches8,watches_gifts,2018-01-02,11,2250.8,4.1,2018
watches8,watches_gifts,2018-01-03,16,2680.0,4.1,2018
watches8,watches_gifts,2018-01-04,26,3908.9,4.1,2018
watches8,watches_gifts,2018-01-05,30,4355.0,4.1,2018
watches8,watches_gifts,2018-01-06,3,457.9,4.1,2018
watches8,watches_gifts,2018-01-07,14,2200.0,4.1,2018
watches8,watches_gifts,2018-01-08,11,1737.4,4.1,2018
furniture4,furniture_decor,2017-01-11,1,99.9,4.4,2017
furniture4,furniture_decor,2017-01-12,3,299.7,4.4,2017
furniture4,furniture_decor,2018-01-01,13,1298.7,4.4,2018
furniture4,furniture_decor,2018-01-02,13,1298.7,4.4,2018
furniture4,furniture_decor,2018-01-03,12,1198.8,4.4,2018
furniture4,furniture_decor,2018-01-04,13,1298.7,4.4,2018
furniture4,furniture_decor,2018-01-05,13,1298.7,4.4,2018
furniture4,furniture_decor,2018-01-06,10,999.0,4.4,2018
furniture4,furniture_decor,2018-01-07,14,1099.5,4.4,2018
furniture4,furniture_decor,2018-01-08,9,754.5,4.4,2018
watches5,watches_gifts,2017-01-08,8,1839.2,4.1,2017
watches5,watches_gifts,2017-01-09,10,2190.6,4.1,2017
watches5,watches_gifts,2017-01-10,8,1729.2,4.1,2017
watches5,watches_gifts,2017-01-11,12,2395.2,4.1,2017
watches5,watches_gifts,2017-01-12,28,6287.2,4.1,2017
watches5,watches_gifts,2018-01-01,10,2207.7,4.1,2018
watches5,watches_gifts,2018-01-02,21,4319.4,4.1,2018
watches5,watches_gifts,2018-01-03,16,3459.0,4.1,2018
watches5,watches_gifts,2018-01-04,13,2657.0,4.1,2018
watches5,watches_gifts,2018-01-05,17,3383.0,4.1,2018
health7,health_beauty,2017-01-01,1,64.99,3.9,2017
health7,health_beauty,2017-01-02,5,324.95,3.9,2017
health7,health_beauty,2017-01-03,9,584.91,3.9,2017
health7,health_beauty,2017-01-04,9,584.91,3.9,2017
health7,health_beauty,2017-01-05,16,1039.84,3.9,2017
health7,health_beauty,2017-01-06,21,1234.79,3.9,2017
health7,health_beauty,2017-01-07,15,888.85,3.9,2017
health7,health_beauty,2017-01-08,22,1297.78,3.9,2017
health7,health_beauty,2017-01-09,25,1474.75,3.9,2017
health7,health_beauty,2017-01-10,19,1120.81,3.9,2017
health7,health_beauty,2017-01-11,24,1415.76,3.9,2017
health7,health_beauty,2017-01-12,9,530.91,3.9,2017
health7,health_beauty,2018-01-01,6,353.94,3.9,2018
health7,health_beauty,2018-01-02,14,825.86,3.9,2018
health7,health_beauty,2018-01-03,10,589.9,3.9,2018
health7,health_beauty,2018-01-04,11,648.89,3.9,2018
health7,health_beauty,2018-01-05,4,235.96,3.9,2018
health7,health_beauty,2018-01-06,6,353.94,3.9,2018
health7,health_beauty,2018-01-07,2,117.98,3.9,2018
health7,health_beauty,2018-01-08,3,176.97,3.9,2018
bed3,bed_bath_table,2017-01-10,8,792.0,3.3,2017
bed3,bed_bath_table,2017-01-11,22,2178.0,3.3,2017
bed3,bed_bath_table,2017-01-12,7,693.0,3.3,2017
bed3,bed_bath_table,2018-01-01,11,1082.0,3.3,2018
bed3,bed_bath_table,2018-01-02,13,1196.0,3.3,2018
bed3,bed_bath_table,2018-01-03,3,276.0,3.3,2018
bed3,bed_bath_table,2018-01-04,9,815.0,3.3,2018
bed3,bed_bath_table,2018-01-05,14,1235.36,3.3,2018
bed3,bed_bath_table,2018-01-06,14,1188.6,3.3,2018
bed3,bed_bath_table,2018-01-07,9,764.1,3.3,2018
bed3,bed_bath_table,2018-01-08,1,84.9,3.3,2018
garden3,garden_tools,2017-01-02,1,99.99,4.1,2017
garden3,garden_tools,2017-01-03,11,1099.89,4.1,2017
garden3,garden_tools,2017-01-04,8,759.92,4.1,2017
garden3,garden_tools,2017-01-05,2,219.98,4.1,2017
garden3,garden_tools,2017-01-06,2,239.98,4.1,2017
garden3,garden_tools,2017-01-07,2,240.0,4.1,2017
garden3,garden_tools,2017-01-09,4,417.0,4.1,2017
garden3,garden_tools,2017-01-10,12,1105.92,4.1,2017
garden3,garden_tools,2017-01-11,21,1889.79,4.1,2017
garden3,garden_tools,2017-01-12,14,1259.86,4.1,2017
garden3,garden_tools,2018-01-01,12,1479.98,4.1,2018
garden3,garden_tools,2018-01-02,14,1680.0,4.1,2018
garden3,garden_tools,2018-01-03,6,680.0,4.1,2018
garden3,garden_tools,2018-01-04,7,770.0,4.1,2018
garden3,garden_tools,2018-01-05,8,880.0,4.1,2018
garden3,garden_tools,2018-01-06,10,969.9,4.1,2018
garden3,garden_tools,2018-01-07,5,499.95,4.1,2018
garden3,garden_tools,2018-01-08,2,199.98,4.1,2018
bed2,bed_bath_table,2017-01-02,2,179.8,3.9,2017
bed2,bed_bath_table,2017-01-03,22,1977.8,3.9,2017
bed2,bed_bath_table,2017-01-04,34,3056.6,3.9,2017
bed2,bed_bath_table,2017-01-05,58,5214.2,3.9,2017
bed2,bed_bath_table,2017-01-06,51,4584.9,3.9,2017
bed2,bed_bath_table,2017-01-07,60,5394.0,3.9,2017
bed2,bed_bath_table,2017-01-08,37,3326.3,3.9,2017
bed2,bed_bath_table,2017-01-09,23,2067.7,3.9,2017
bed2,bed_bath_table,2017-01-10,14,1258.6,3.9,2017
bed2,bed_bath_table,2017-01-11,40,3596.0,3.9,2017
bed2,bed_bath_table,2017-01-12,18,1594.2,3.9,2017
bed2,bed_bath_table,2018-01-01,17,1477.3,3.9,2018
bed2,bed_bath_table,2018-01-02,22,1911.8,3.9,2018
bed2,bed_bath_table,2018-01-03,17,1477.3,3.9,2018
